ID,FLAG,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Quoted Tweet,Reviewer,Review
45-375,REJECT,,https://twitter.com/nowyouknowph/status/1580020904754524160,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@nowyouknowph,Now You Know,"Now You Know (NYK) is a civic media platform which aims to provide relevant information for the Filipino people.
Story leads & advisories: info@nowyouknowph.com",ERROR,2018-11-03 09:20:48+00:00,153,3852,,"Senior Deputy Majority Leader and Ilocos Norte 1st District Rep. Ferdinand Alexander “Sandro” Marcos claimed that the Philippine peso is currently weak not because it is a weak currency, noting that the United States (US) dollar is just so strong now. https://t.co/EIzwQ4ADzd",,,2022-10-12 02:21:53+00:00,,,3,2,1,0,Unidentified,ERROR,,,No Quoted,,
45-376,ACCEPT,4/18/2023 23:25:45,https://twitter.com/v1n7z/status/1580014675722657792,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@v1n7z,𝙫𝙞𝙣𝙣𝙮 金凯文 🇵🇭🇳🇴 ,5ft 5in • IT • Dump • Opinionated • Pragmatist • Geopolitics • Cats • Foodie • Versa Top • Anti-woke SJWs • Not for the faint of heart • Follow at your own risk,Anonymous,2009-08-31 08:51:33+00:00,389,1917,None of your f*ing business,"The Peso (₱) is weak not because it is weak. The Peso is weak because the Dollar ($) is strong.

@sandromarcos7 is right - just look at how Philippine Peso fare well with other currencies.

Don't be like Kakampwets — 'unselfless' lang kase naiintindihan nila. https://t.co/px5qZHFDdv",,"Text,Image",2022-10-12 01:57:08+00:00,, Rational,16,2,10,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-377,ACCEPT,4/18/2023 23:27:02,https://twitter.com/LabByrds/status/1580014097499705345,99,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@LabByrds,RayBan.🫂,Lannister.🦁 Cersie-Lancel affair.👥 Antonio's Secret.👨🏻‍🤝‍👨🏽Blood bender.❣️💔 **suspended.🤪,Anonymous,2020-07-30 00:59:18+00:00,1934,739,Red Keep,A peso is not weak because the peso is weak. A peso is weak because the dollar is strong.,,"Text,Quote",2022-10-12 01:54:50+00:00,, Rational,1,0,0,0,Unidentified,NEED CONTEXT,,,https://twitter.com/lancedevanadera/status/1579825802350571522,,
45-378,REJECT,,https://twitter.com/KarLEscobar/status/1580009420343324672,99,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@KarLEscobar,𝕶𝖆𝖗𝖑 𝕰𝖘𝖈𝖔𝖇𝖆𝖗,,ERROR,2009-06-11 04:56:31+00:00,1234,287,,Quote for the Day: “the Peso is not weak because the Peso is Weak and the Dollar is Strong” cong. #SandroMarcos,,,2022-10-12 01:36:15+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-379,HELP,,https://twitter.com/znsuzara/status/1580005865599664128,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@znsuzara,Budget Babe,Public Budget Analyst | Bookworm,ERROR,2016-10-10 01:28:16+00:00,3099,18684,,"The peso is weak because the dollar is strong. The dollar is strong because the Fed raised interest rates to abate US inflation. 

Hindi ba pwedeng ganyan lang kasimple ang paliwanag?

Anuba. Laman ng global news ang US inflation and rate hikes for months. Uulitin na lang eh.",,,2022-10-12 01:22:08+00:00,,,4395,17,604,47,Unidentified,ERROR,,,No Quoted,,
45-380,HELP,,https://twitter.com/JennilynValdec1/status/1580005112637857792,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@JennilynValdec1,advisorforyourfuture,As Sun Life Advisor my purpose  is to help clients achieve lifetime financial and health security,ERROR,2022-07-19 00:52:31+00:00,14,0,,"It is not that the Peso is weak
 or the Dollar is strong. 

It is the Law of Supply and Demand. Demand for Dollar has increased because interest rates on the Dollar have  significantly risen.",,,2022-10-12 01:19:08+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-381,ACCEPT,4/18/2023 23:29:13,https://twitter.com/qnsooo/status/1580004618569801728,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@qnsooo,𔒌,#도영  ☆  𝖩𝖮𝖨𝖭 𝖲𝖤𝖫𝖸𝖴！,Anonymous,2021-09-07 05:00:09+00:00,1057,730,PSHS-MC 25,"The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.",,Text,2022-10-12 01:17:10+00:00,, Rational,20,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-382,ACCEPT,4/18/2023 23:29:52,https://twitter.com/JMSR2018/status/1580003770284400641,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@JMSR2018,John Mark S. Ronolo,Like to study Rainbows.,Identified,2014-03-05 04:53:36+00:00,335,28,,The Peso is not weak because the Peso is weak. The Peso is weak because the Dollar is strong. Gets naman sya kay sa don sa isa na pauso ng word na UNSELFLESS like WTF.,,Text,2022-10-12 01:13:48+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-383,ACCEPT,4/18/2023 23:30:47,https://twitter.com/mikdazon/status/1580002863257821185,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@mikdazon,Miks,My safe space 💫,Identified,2009-06-27 10:56:10+00:00,202,333,"melbourne, australia","Forex101 para sa mga bida:
Pag mataas ang dollar (since it’s a safe haven for investors), high yield currencies such as aud, eur, cad, gbp, etc will be low. In short, the peso is not weak bec the peso is weak. The peso is weak bec the dollar is strong 🤪 https://t.co/MHYgByESiS",,"Text,Image",2022-10-12 01:10:12+00:00,, Emotional,4,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-384,REJECT,,https://twitter.com/EAnehr/status/1580002384066977792,100,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@EAnehr,Anehr,,ERROR,2022-09-30 11:37:26+00:00,5,0,,"may pameryenda si boss 🤑💲💵

 · “The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong. "" 😂 https://t.co/dBKYYYSxfG",,,2022-10-12 01:08:18+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-385,REJECT,,https://twitter.com/MrKyoHam/status/1580001261843533827,100,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@MrKyoHam,...,;,ERROR,2016-01-22 09:27:28+00:00,385,445,,"the peso is weak because the dollar is strong, but i get so weak pag nakikita kitang ngumingiti 😣 https://t.co/PID0LJapHf",,,2022-10-12 01:03:50+00:00,,,1,3,1,0,Unidentified,ERROR,,,No Quoted,,
45-386,REJECT,,https://twitter.com/MavHuntX/status/1579999917468135424,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@MavHuntX,X,"An INFJ video gamer, 5-time YouTube Partner, online warrior, fried rice lover, pun-isher, maverick hunter, and jaded not-so-friendly neighborhood gamer🎮🕹️",ERROR,2013-08-07 17:15:15+00:00,1021,374,,"So, someone studied in a prestigious overseas university just to tell us that the Peso is weak because the Dollar is strong?  Those expensive tuition and matriculation costs are definitely worth it to educate a dumbass. 😏",,,2022-10-12 00:58:29+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-387,REJECT,,https://twitter.com/emilmayorgaaa/status/1579999604938248192,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@emilmayorgaaa,uno,🐰❤️ @srchafreen,ERROR,2011-05-17 00:58:02+00:00,43,100,,"“The peso is not weak, because the peso is weak. The peso is weak because the dollar is strong.” char",,,2022-10-12 00:57:15+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/boilingwatersph/status/1579859382438793216,,
45-388,REJECT,,https://twitter.com/NinoSaboco/status/1579996771358363648,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@NinoSaboco,Nino Saboco,"a cacophony of awe and joy and terror, embrace the inevitable, struggle with the inevitable. take the inevitable out so nice , candle lit dinner.",ERROR,2019-11-15 08:29:52+00:00,184,18,,"""For when the Peso Is weak The Dollar Is Strong."" -  2 ALAMANO 420",,,2022-10-12 00:45:59+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-389,ACCEPT,4/18/2023 23:32:44,https://twitter.com/zerepodette/status/1579995912188764161,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@zerepodette,Liv (Taylor's Version 🧣),"Blink 🖤🩷
Swiftie🧣",Anonymous,2011-03-27 09:23:15+00:00,510,508,Genovia,Should have expounded more. He made it sound like it's really weak JUST BECAUSE the dollar is strong when there are contributing factors why peso is weak as it is. 😮‍💨😮‍💨,,"Text,Quote",2022-10-12 00:42:35+00:00,, Emotional,0,0,0,0,Unidentified,FACT,,,https://twitter.com/inquirerdotnet/status/1579815664701026304,,
45-390,REJECT,,https://twitter.com/Paps_Caloy/status/1579995686002909184,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Paps_Caloy,Paps Caloy,Laban para sa Bayan 👊,ERROR,2018-01-27 07:04:32+00:00,1714,13645,,"""The peso is weak because the dollar is strong"" - Sandro https://t.co/TuoAbgOwRv",,,2022-10-12 00:41:41+00:00,,,186,17,35,25,Unidentified,ERROR,,,No Quoted,,
45-391,REJECT,,https://twitter.com/Nvs2Good/status/1579994350414548999,101,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Nvs2Good,SVEN GOOD,,ERROR,2010-08-26 06:28:51+00:00,8,2,,So whats the point? What Filipinos dire need now is to the lower price of basic commodities and petroleum products roll back. Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/cFPzaZSJRb,,,2022-10-12 00:36:22+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-392,ACCEPT,4/18/2023 23:34:02,https://twitter.com/Nvs2Good/status/1579993342846242816,101,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@Nvs2Good,SVEN GOOD,,Anonymous,2010-08-26 06:28:51+00:00,8,2,,Sandro Marcos says peso is weak not because it’s weak: Dollar is just strong now https://t.co/cFPzaZSJRb,,"Text,URL",2022-10-12 00:32:22+00:00,, Rational,0,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-393,REJECT,,https://twitter.com/AnythingForNini/status/1579992724970668033,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@AnythingForNini,Jenchella 2.0,Color my life with the chaos of trouble,ERROR,2015-05-03 15:54:40+00:00,241,3638,,Jennie wanting her stans to buy Porsche when the peso is weak not because it is weak but because the dollar is strong sksksskkssk,,,2022-10-12 00:29:55+00:00,,,16,3,0,0,Unidentified,ERROR,,,No Quoted,,
45-394,REJECT,,https://twitter.com/boss_saging/status/1579992366408048641,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@boss_saging,alyaaa,i need a coffee,ERROR,2022-01-03 20:50:23+00:00,49,48,,"funnest part abt my yesterday was i was on call w my mom and told her abt the whole “the peso isn’t weak, the dollar is just too strong” by mr u-know-who and we were cackling like witches for 10 mins straight in the middle of the night",,,2022-10-12 00:28:29+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-395,REJECT,,https://twitter.com/showbizmismo/status/1579990518142205952,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@showbizmismo,Showbiz Mismo,Your Marites Showbiz Insider,ERROR,2021-12-29 13:44:35+00:00,6,14,,"BASAHIN: Sandro Marcos, binatikos dahil sa “Peso Is Weak Because Dollar Is Strong” statement nito #sandromarcos https://t.co/bLLOefNHoc",,,2022-10-12 00:21:08+00:00,,,1,0,1,0,Unidentified,ERROR,,,No Quoted,,
45-396,ACCEPT,4/18/2023 23:35:02,https://twitter.com/Nine19914/status/1579989842330800128,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@Nine19914,Marco Romero ⎊,"Jack of all trades, master of none but oftentimes better than a master of one.",Identified,2020-11-20 09:54:25+00:00,927,857,"Maine, USA","Ano kaya mali sa sinabi ni Sandro na ‘The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.” Eh may explanation naman si Sandro, hetong mga kakampoque na mga to, ayaw sa spliced pero ayaw rin manuod or magbasa ng buo. Tatanga nyo.",,Text,2022-10-12 00:18:27+00:00,, Emotional,1,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-397,REJECT,,https://twitter.com/leilapereseo/status/1579989402461573120,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@leilapereseo,ley,,ERROR,2018-08-03 09:42:02+00:00,1093,890,,"Kidding aside sa new statement meme ni sandro, gets q point nya nakakatawa lang ung play of words na ginamit. Pero yun nga, naging ganon kaweak ung peso dahil sa inflation rate so....the peso is weak because of the inflation rate that's why dollar strong 👁️👄👁️",,,2022-10-12 00:16:42+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-398,REJECT,,https://twitter.com/trojanizing/status/1579987202314244099,102,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@trojanizing,roj,Vanilla meets unorthodox,ERROR,2009-05-01 16:46:38+00:00,178,195,,"At first, nag-make sense naman for me ng slight yung sinabi ni Sandro about the peso being weak because the dollar is strong. Then I saw this 😅 https://t.co/0ahKzrkxDv",,,2022-10-12 00:07:58+00:00,,,5,0,1,1,Unidentified,ERROR,,,No Quoted,,
45-399,ACCEPT,4/18/2023 23:36:38,https://twitter.com/Samantha0797/status/1579987168654553088,102,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@Samantha0797,SaJ❤💚✌👊,"Mrs. A❤️❤️❤️

Simply me...😊😜😍😘

still A-Fan☺️

 Love is Love is Love is Love...❤❤❤",Anonymous,2020-07-15 22:20:24+00:00,1046,1245,Up North,"Funny how critics laugh about what sir Cong. Sandro said, see he's just saying that our money(the peso) is not weak 'coz it's weak, it's just that dollar became strong bec. the US dictates it, but come to think of it, Dollar is a ""Fiat Money"" why? Bec. They don't have gold 👇🏻 https://t.co/TSH4RXtZfy",,"Text,Image",2022-10-12 00:07:50+00:00,, Rational,7,2,0,1,Unidentified,NEED CONTEXT,,,No Quoted,,
45-400,REJECT,,https://twitter.com/IT_IS_ME3656/status/1579986338161385478,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@IT_IS_ME3656,ALAMANO IS NOT MY PRESIDENT.,,ERROR,2022-01-22 03:05:51+00:00,1957,3371,,"The DOLLAR is strong because the PESO is weak and my CONCLUSION is the PESO is weak because the DOLLAR is strong. O diba, tama ako SANDO w/o R?
@bongbongmarcos @SenImeeMarcos",,,2022-10-12 00:04:32+00:00,,,4,0,0,1,Unidentified,ERROR,,,No Quoted,,
45-401,REJECT,,https://twitter.com/Vinny_Mac23/status/1579982019286949889,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Vinny_Mac23,Vinny Mac,"Do whatever the fuck you want, just don't hurt people | Don't worry about the likes just do the work | Eat Sleep Pray Love Gym Act Play Succeed Conquer Repeat",ERROR,2015-06-30 21:38:50+00:00,510,636,,"""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong."" Kala mo mga linyahan ni Albert Nicolas pero galing pala mismo sa bibig ng anak ng presidente.",,,2022-10-11 23:47:22+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-402,ACCEPT,4/18/2023 23:38:04,https://twitter.com/whosjanriz/status/1579981390489088000,45,"Yukdawan, Bea Alessi",ECON,"Misinformation regarding the country's inflation and weakening peso
","peso, weak, dollar, strong",@whosjanriz,jaja,nice and naive,Anonymous,2017-08-24 10:12:13+00:00,92,516,!,the peso is not weak because the peso is weak the peso is weak because the dollar is strong,,Text,2022-10-11 23:44:52+00:00,, Rational,1,0,0,0,Unidentified,NEED CONTEXT,,,No Quoted,,
45-403,HELP,,https://twitter.com/nOeyboi/status/1579977100194639872,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@nOeyboi,nO3¥b0i,Bay Area. Opinionated. Leaning towards a more balance view of Life. Live Life To The Fullest!,ERROR,2009-04-18 08:30:59+00:00,812,54,,"😂🤣😂 #babybbm Trying to make sense about his own blunder! #saveface ang peg! 🙈🙊🙉 The US &amp; PH are both experiencing inflation but still, the dollar is strong against the peso. Weak lang talaga ang peso kamo dahil walang economic plan ang bbm admin.! Puro utang at party!😜",,,2022-10-11 23:27:49+00:00,,,0,0,0,0,Unidentified,ERROR,,,https://twitter.com/djmotwister/status/1579815574280212480,,
45-404,REJECT,,https://twitter.com/adcellerator/status/1579976274881449985,45,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@adcellerator,A,lifeiscool 🇵🇭🇹🇼🇭🇰🇲🇴🇰🇷🇸🇬,ERROR,2010-10-25 00:15:58+00:00,703,754,,"jusko mga pink hirap na hirap intindihin, strong dollar weak peso thingy😂. Nagpapaka sabaw ba sila or sabaw na talaga 😂. Economics 101 lng yan.",,,2022-10-11 23:24:33+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-405,REJECT,,https://twitter.com/Swelil1/status/1579973423291600897,103,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@Swelil1,Swelil,versatile,ERROR,2019-05-13 05:36:34+00:00,109,5,,"Ano sabi mo Jake???🤦‍♀️

""The peso is not weak because the peso is weak. The peso is weak because the dollar is strong.""

 ""sit back and hold tight.""🤔",,,2022-10-11 23:13:13+00:00,,,0,0,0,0,Unidentified,ERROR,,,No Quoted,,
45-406,REJECT,,https://twitter.com/GnosticLegend/status/1579971727899365378,103,ERROR,ECON,"Misinformation regarding the country's inflation and weakening peso
",ERROR,@GnosticLegend,Gnostic Legend,"A Patriotic Realist... 
A believer of legendary gnostics. 
A Musician. 
An Inventor. 
Trainer & Coach.",ERROR,2016-05-09 08:15:11+00:00,1710,607,,"""A man is great not because he hasn't failed; a man is great because failure hasn't stopped him.""

⁃Confucius 

“I would like to make one thing clear... The peso is not weak because the peso is weak.
The peso is weak because the dollar is strong.""

⁃Confused",,,2022-10-11 23:06:29+00:00,,,2,0,0,0,Unidentified,ERROR,,,No Quoted,,
